date,category,value,amount
2024-02-20,Одежда,103.38,17
2024-02-20,Книги,58.88,24
2024-02-21,Электроника,139.64,14
2024-02-21,Одежда,103.2,14
2024-02-21,Книги,55.04,14
2024-02-22,Электроника,114.34,16
2024-02-22,Одежда,92.3,4
2024-02-22,Книги,49.63,21
2024-02-23,Электроника,139.15,10
2024-02-23,Одежда,89.54,6
2024-02-23,Книги,54.61,22
2024-02-24,Электроника,145.72,25
2024-02-24,Одежда,92.86,18
2024-02-24,Книги,53.43,12
2024-02-25,Электроника,108.76,13
2024-02-25,Одежда,78.05,20
2024-02-25,Книги,57.12,17
2024-02-26,Электроника,150.26,20
2024-02-26,Одежда,85.25,8
2024-02-26,Книги,57.54,5
2024-02-27,Электроника,149.2,11
2024-02-27,Одежда,90.54,19
2024-02-27,Книги,58.24,14
2024-02-28,Электроника,142.45,16
2024-02-28,Одежда,85.8,7
2024-02-28,Книги,59.36,3
2024-02-29,Электроника,127.94,3
2024-02-29,Одежда,100.71,17
2024-02-29,Книги,57.15,14
2024-03-01,Электроника,136.17,6
2024-03-01,Одежда,104.05,8
2024-03-01,Книги,57.62,13
2024-03-02,Электроника,143.02,9
2024-03-02,Одежда,96.81,23
2024-03-02,Книги,59.4,24
2024-03-03,Электроника,164.7,5
2024-03-03,Одежда,88.97,2
2024-03-03,Книги,58.02,3
2024-03-04,Электроника,127.29,15
2024-03-04,Одежда,81.51,21
2024-03-04,Книги,59.01,24
2024-03-05,Электроника,121.61,14
2024-03-05,Одежда,102.49,12
2024-03-05,Книги,63.81,19
2024-03-06,Электроника,130.2,23
2024-03-06,Одежда,101.01,22
2024-03-06,Книги,52.53,14
2024-03-07,Электроника,134.53,17
2024-03-07,Одежда,108.37,20
2024-03-07,Книги,53.54,7
2024-03-08,Электроника,135.63,3
2024-03-08,Одежда,88.13,4
2024-03-08,Книги,55.45,13
2024-03-09,Электроника,150.63,6
2024-03-09,Одежда,94.6,8
2024-03-09,Книги,61.17,15
2024-03-10,Электроника,126.82,7
2024-03-10,Одежда,96.57,22
2024-03-10,Книги,54.09,19
2024-03-11,Электроника,125.2,1
2024-03-11,Одежда,100.26,2
2024-03-11,Книги,58.55,3
2024-03-12,Электроника,134.12,18
2024-03-12,Одежда,100.38,9
2024-03-12,Книги,60.16,19
2024-03-13,Электроника,122.82,18
2024-03-13,Одежда,87.24,5
2024-03-13,Книги,56.61,11
2024-03-14,Электроника,124.41,21
2024-03-14,Одежда,90.3,14
2024-03-14,Книги,55.47,1
2024-03-15,Электроника,150.4,25
2024-03-15,Одежда,83.84,7
2024-03-15,Книги,55.69,16
2024-03-16,Электроника,132.52,4
2024-03-16,Одежда,106.2,11
2024-03-16,Книги,65.32,17
2024-03-17,Электроника,126.34,17
2024-03-17,Одежда,98.5,3
2024-03-17,Книги,51.58,23
2024-03-18,Электроника,144.69,8
2024-03-18,Одежда,91.07,14
2024-03-18,Книги,52.47,21
2024-03-19,Электроника,114.42,24
2024-03-19,Одежда,96.34,22
2024-03-19,Книги,56.62,4
2024-03-20,Электроника,137.59,14
2024-03-20,Одежда,95.38,12
2024-03-20,Книги,54.33,21
2024-03-21,Электроника,164.65,11
2024-03-21,Одежда,97.67,21
2024-03-21,Книги,55.6,25
2024-03-22,Электроника,124.31,22
2024-03-22,Одежда,103.38,23
2024-03-22,Книги,58.2,9
2024-03-23,Электроника,124.08,23
2024-03-23,Одежда,94.13,20
2024-03-23,Книги,48.44,24
2024-03-24,Электроника,137.7,16
2024-03-24,Одежда,77.76,7
2024-03-24,Книги,58.75,10
2024-03-25,Электроника,134.08,11
2024-03-25,Одежда,100.52,11
2024-03-25,Книги,50.47,24
2024-03-26,Электроника,119.38,24
2024-03-26,Одежда,96.67,3
2024-03-26,Книги,61.05,2
2024-03-27,Электроника,104.14,24
2024-03-27,Одежда,87.57,9
2024-03-27,Книги,58.47,6
2024-03-28,Электроника,137.12,18
2024-03-28,Одежда,105.04,17
2024-03-28,Книги,57.76,19
2024-03-29,Электроника,118.33,14
2024-03-29,Одежда,85.84,10
2024-03-29,Книги,52.46,16
2024-03-30,Электроника,139.65,1
2024-03-30,Одежда,92.21,15
2024-03-30,Книги,62.64,9
2024-03-31,Электроника,143.51,9
2024-03-31,Одежда,83.22,5
2024-03-31,Книги,58.6,13
2024-04-01,Электроника,159.91,12
2024-04-01,Одежда,92.49,4
2024-04-01,Книги,57.74,10
2024-04-02,Электроника,147.83,10
2024-04-02,Одежда,112.28,8
2024-04-02,Книги,56.25,7
2024-04-03,Электроника,142.47,8
2024-04-03,Одежда,86.73,12
2024-04-03,Книги,52.83,21
2024-04-04,Электроника,103.4,24
2024-04-04,Одежда,93.65,16
2024-04-04,Книги,60.05,21
2024-04-05,Электроника,122.09,20
2024-04-05,Одежда,90.34,19
2024-04-05,Книги,53.41,2
2024-04-06,Электроника,139.41,23
2024-04-06,Одежда,90.65,23
2024-04-06,Книги,60.36,20
2024-04-07,Электроника,121.41,4
2024-04-07,Одежда,93.82,13
2024-04-07,Книги,56.92,3
2024-04-08,Электроника,151.18,14
2024-04-08,Одежда,82.45,15
2024-04-08,Книги,55.34,12
2024-04-09,Электроника,158.53,5
2024-04-09,Одежда,75.64,14
2024-04-09,Книги,58.58,8
2024-04-10,Электроника,115.49,23
2024-04-10,Одежда,105.78,8
2024-04-10,Книги,61.34,14
2024-04-11,Электроника,131.02,19
2024-04-11,Одежда,94.8,25
2024-04-11,Книги,60.35,23
2024-04-12,Электроника,139.75,2
2024-04-12,Одежда,100.96,22
2024-04-12,Книги,55.53,13
2024-04-13,Электроника,161.2,3
2024-04-13,Одежда,91.43,16
2024-04-13,Книги,58.49,1
2024-04-14,Электроника,157.2,2
2024-04-14,Одежда,100.72,18
2024-04-14,Книги,59.94,22
2024-04-15,Электроника,131.34,5
2024-04-15,Одежда,104.64,24
2024-04-15,Книги,59.69,22
2024-04-16,Электроника,98.4,11
2024-04-16,Одежда,93.73,11
2024-04-16,Книги,58.06,5
2024-04-17,Электроника,139.4,25
2024-04-17,Одежда,82.78,19
2024-04-17,Книги,58.63,11
2024-04-18,Электроника,124.25,9
2024-04-18,Одежда,97.53,5
2024-04-18,Книги,57.08,7
2024-04-19,Электроника,152.25,14
2024-04-19,Одежда,94.76,1
2024-04-19,Книги,58.73,5
2024-04-20,Электроника,142.5,7
2024-04-20,Одежда,93.17,15
2024-04-20,Книги,55.04,13
2024-04-21,Электроника,110.67,16
2024-04-21,Одежда,93.63,19
2024-04-21,Книги,58.25,2
2024-04-22,Электроника,130.88,19
2024-04-22,Одежда,102.97,13
2024-04-22,Книги,55.94,6
2024-04-23,Электроника,151.33,12
2024-04-23,Одежда,85.1,6
2024-04-23,Книги,63.52,15
2024-04-24,Электроника,144.82,17
2024-04-24,Одежда,99.41,20
2024-04-24,Книги,50.23,7
2024-04-25,Электроника,154.34,17
2024-04-25,Одежда,86.03,7
2024-04-25,Книги,61.17,6
2024-04-26,Электроника,134.23,24
2024-04-26,Одежда,88.44,16
2024-04-26,Книги,64.52,17
2024-04-27,Электроника,139.61,1
2024-04-27,Одежда,96.88,5
2024-04-27,Книги,59.53,20
2024-04-28,Электроника,132.19,12
2024-04-28,Одежда,97.61,1
2024-04-28,Книги,66.84,5
2024-04-29,Электроника,146.61,25
2024-04-29,Одежда,85.76,9
2024-04-29,Книги,59.25,4
2024-04-30,Электроника,125.52,4
2024-04-30,Одежда,95.75,17
2024-04-30,Книги,57.76,21
2024-05-01,Электроника,122.95,11
2024-05-01,Одежда,94.72,24
2024-05-01,Книги,64.44,14
2024-05-02,Электроника,145.53,14
2024-05-02,Одежда,102.92,21
2024-05-02,Книги,55.77,22
2024-05-03,Электроника,133.39,10
2024-05-03,Одежда,88.11,18
2024-05-03,Книги,56.98,24
2024-05-04,Электроника,135.02,2
2024-05-04,Одежда,92.14,18
2024-05-04,Книги,58.49,14
2024-05-05,Электроника,114.76,3
2024-05-05,Одежда,90.91,3
2024-05-05,Книги,61.71,3
2024-05-06,Электроника,163.17,7
2024-05-06,Одежда,89.94,3
2024-05-06,Книги,57.21,13
2024-05-07,Электроника,147.7,17
2024-05-07,Одежда,88.43,4
2024-05-07,Книги,61.14,13
2024-05-08,Электроника,150.18,23
2024-05-08,Одежда,92.39,9
2024-05-08,Книги,54.44,24
2024-05-09,Электроника,134.38,23
2024-05-09,Одежда,94.33,15
2024-05-09,Книги,58.23,20
2024-05-10,Электроника,155.88,11
2024-05-10,Одежда,92.76,22
2024-05-10,Книги,56.41,24
2024-05-11,Электроника,110.04,10
2024-05-11,Одежда,91.15,6
2024-05-11,Книги,58.5,7
2024-05-12,Электроника,133.72,7
2024-05-12,Одежда,100.05,20
2024-05-12,Книги,57.02,12
2024-05-13,Электроника,114.11,1
2024-05-13,Одежда,81.25,18
2024-05-13,Книги,57.99,20
2024-05-14,Электроника,131.67,23
2024-05-14,Одежда,73.97,1
2024-05-14,Книги,61.49,22
2024-05-15,Электроника,130.28,16
2024-05-15,Одежда,97.18,13
2024-05-15,Книги,53.0,25
2024-05-16,Электроника,144.65,17
2024-05-16,Одежда,94.07,14
2024-05-16,Книги,58.01,12
2024-05-17,Электроника,104.41,9
2024-05-17,Одежда,96.88,25
2024-05-17,Книги,56.37,24
2024-05-18,Электроника,137.45,1
2024-05-18,Одежда,94.88,3
2024-05-18,Книги,57.05,11
2024-05-19,Электроника,128.67,21
2024-05-19,Одежда,105.73,24
2024-05-19,Книги,60.44,14
2024-05-20,Электроника,120.73,1
2024-05-20,Одежда,83.01,18
2024-05-20,Книги,62.55,15
2024-05-21,Электроника,122.29,7
2024-05-21,Одежда,94.48,4
2024-05-21,Книги,61.62,4
2024-05-22,Электроника,161.39,6
2024-05-22,Одежда,104.07,13
2024-05-22,Книги,56.84,21
2024-05-23,Электроника,115.57,16
2024-05-23,Одежда,85.28,18
2024-05-23,Книги,60.64,2
2024-05-24,Электроника,150.9,8
2024-05-24,Одежда,90.66,5
2024-05-24,Книги,59.88,5
2024-05-25,Электроника,151.94,17
2024-05-25,Одежда,98.92,17
2024-05-25,Книги,55.09,14
2024-05-26,Электроника,122.36,22
2024-05-26,Одежда,88.78,17
2024-05-26,Книги,60.4,8
2024-05-27,Электроника,133.46,12
2024-05-27,Одежда,90.29,19
2024-05-27,Книги,51.59,19
2024-05-28,Электроника,146.56,20
2024-05-28,Одежда,85.4,10
2024-05-28,Книги,52.91,8
2024-05-29,Электроника,140.88,17
2024-05-29,Одежда,86.46,5
2024-05-29,Книги,56.39,15
2024-05-30,Электроника,151.62,11
2024-05-30,Одежда,93.37,8
2024-05-30,Книги,54.71,7
2024-05-31,Электроника,114.69,25
2024-05-31,Одежда,93.53,24
2024-05-31,Книги,52.03,21
2024-06-01,Электроника,125.05,22
2024-06-01,Одежда,102.78,13
2024-06-01,Книги,56.09,18
2024-06-02,Электроника,142.62,22
2024-06-02,Одежда,89.67,14
2024-06-02,Книги,58.57,15
2024-06-03,Электроника,129.82,8
2024-06-03,Одежда,90.31,16
2024-06-03,Книги,59.53,18
2024-06-04,Электроника,128.18,3
2024-06-04,Одежда,85.38,9
2024-06-04,Книги,60.2,6
2024-06-05,Электроника,129.69,21
2024-06-05,Одежда,81.97,5
2024-06-05,Книги,53.32,5
2024-06-06,Электроника,144.39,22
2024-06-06,Одежда,87.93,11
2024-06-06,Книги,51.53,12
2024-06-07,Электроника,145.55,16
2024-06-07,Одежда,105.05,5
2024-06-07,Книги,51.25,14
2024-06-08,Электроника,127.34,12
2024-06-08,Одежда,97.43,24
2024-06-08,Книги,57.78,20
2024-06-09,Электроника,120.62,20
2024-06-09,Одежда,95.33,16
2024-06-09,Книги,57.76,18
2024-06-10,Электроника,149.19,14
2024-06-10,Одежда,78.19,22
2024-06-10,Книги,56.24,5
2024-06-11,Электроника,141.01,11
2024-06-11,Одежда,90.3,9
2024-06-11,Книги,51.32,23
2024-06-12,Электроника,122.01,20
2024-06-12,Одежда,93.67,24
2024-06-12,Книги,54.97,18
2024-06-13,Электроника,134.29,20
2024-06-13,Одежда,90.29,10
2024-06-13,Книги,58.21,12
2024-06-14,Электроника,122.61,12
2024-06-14,Одежда,86.51,5
2024-06-14,Книги,53.37,21
2024-06-15,Электроника,153.48,15
2024-06-15,Одежда,80.17,12
