date,category,value,amount
2023-04-09,Электроника,111.99,16
2023-04-10,Электроника,109.2,17
2023-04-11,Электроника,121.22,18
2023-04-12,Электроника,119.85,15
2023-04-13,Электроника,118.33,14
2023-04-14,Электроника,112.49,13
2023-04-15,Электроника,109.05,15
2023-04-16,Электроника,110.26,13
2023-04-17,Электроника,110.87,15
2023-04-18,Электроника,115.91,18
2023-04-19,Электроника,116.62,14
2023-04-20,Электроника,123.27,19
2023-04-21,Электроника,114.47,14
2023-04-22,Электроника,111.02,14
2023-04-23,Электроника,116.29,16
2023-04-24,Электроника,116.27,17
2023-04-25,Электроника,121.95,17
2023-04-26,Электроника,121.98,16
2023-04-27,Электроника,118.28,17
2023-04-28,Электроника,112.65,16
2023-04-29,Электроника,106.46,14
2023-04-30,Электроника,107.93,17
2023-05-01,Электроника,111.57,16
2023-05-02,Электроника,121.6,19
2023-05-03,Электроника,120.54,17
2023-05-04,Электроника,114.67,18
2023-05-05,Электроника,108.19,15
2023-05-06,Электроника,113.23,16
2023-05-07,Электроника,108.91,13
2023-05-08,Электроника,115.46,16
2023-05-09,Электроника,119.56,14
2023-05-10,Электроника,116.7,16
2023-05-11,Электроника,115.72,16
2023-05-12,Электроника,111.52,15
2023-05-13,Электроника,107.12,13
2023-05-14,Электроника,106.3,14
2023-05-15,Электроника,112.85,15
2023-05-16,Электроника,119.64,16
2023-05-17,Электроника,117.07,15
2023-05-18,Электроника,119.68,18
2023-05-19,Электроника,112.65,16
2023-05-20,Электроника,107.29,16
2023-05-21,Электроника,109.63,16
2023-05-22,Электроника,111.34,13
2023-05-23,Электроника,118.21,14
2023-05-24,Электроника,116.58,14
2023-05-25,Электроника,117.27,17
2023-05-26,Электроника,111.78,13
2023-05-27,Электроника,108.12,14
2023-05-28,Электроника,106.47,16
2023-05-29,Электроника,109.83,13
2023-05-30,Электроника,118.0,18
2023-05-31,Электроника,118.21,14
2023-06-01,Электроника,115.29,16
2023-06-02,Электроника,108.26,17
2023-06-03,Электроника,107.45,14
2023-06-04,Электроника,105.66,15
2023-06-05,Электроника,112.87,15
2023-06-06,Электроника,123.7,17
2023-06-07,Электроника,116.93,16
2023-06-08,Электроника,116.94,14
2023-06-09,Электроника,107.86,15
2023-06-10,Электроника,109.49,15
2023-06-11,Электроника,111.27,17
2023-06-12,Электроника,114.16,16
2023-06-13,Электроника,115.23,16
2023-06-14,Электроника,114.73,18
2023-06-15,Электроника,112.56,17
2023-06-16,Электроника,109.6,13
2023-06-17,Электроника,106.61,17
2023-06-18,Электроника,107.68,15
2023-06-19,Электроника,111.65,13
2023-06-20,Электроника,115.02,15
2023-06-21,Электроника,113.64,15
2023-06-22,Электроника,112.06,15
2023-06-23,Электроника,103.47,16
2023-06-24,Электроника,105.99,15
2023-06-25,Электроника,103.99,12
2023-06-26,Электроника,112.37,13
2023-06-27,Электроника,113.57,18
2023-06-28,Электроника,114.87,17
2023-06-29,Электроника,111.81,15
2023-06-30,Электроника,108.94,16
2023-07-01,Электроника,104.51,16
2023-07-02,Электроника,106.39,15
2023-07-03,Электроника,105.24,14
2023-07-04,Электроника,111.18,13
2023-07-05,Электроника,112.94,14
2023-07-06,Электроника,110.9,14
2023-07-07,Электроника,104.12,15
2023-07-08,Электроника,104.12,16
2023-07-09,Электроника,105.97,15
2023-07-10,Электроника,108.1,15
2023-07-11,Электроника,114.14,16
2023-07-12,Электроника,113.33,16
2023-07-13,Электроника,112.14,17
2023-07-14,Электроника,105.53,14
2023-07-15,Электроника,105.12,13
2023-07-16,Электроника,103.39,15
2023-07-17,Электроника,106.24,16
2023-07-18,Электроника,108.53,14
2023-07-19,Электроника,109.12,16
2023-07-20,Электроника,109.37,14
2023-07-21,Электроника,105.57,12
2023-07-22,Электроника,101.37,16
2023-07-23,Электроника,104.33,16
2023-07-24,Электроника,107.37,13
2023-07-25,Электроника,110.61,15
2023-07-26,Электроника,110.71,17
2023-07-27,Электроника,111.02,13
2023-07-28,Электроника,106.38,13
2023-07-29,Электроника,100.72,14
2023-07-30,Электроника,100.89,14
2023-07-31,Электроника,108.61,13
2023-08-01,Электроника,106.64,15
2023-08-02,Электроника,107.47,15
2023-08-03,Электроника,107.48,13
2023-08-04,Электроника,100.38,14
2023-08-05,Электроника,101.0,15
2023-08-06,Электроника,100.48,12
2023-08-07,Электроника,103.3,15
2023-08-08,Электроника,108.68,15
2023-08-09,Электроника,110.58,14
2023-08-10,Электроника,108.78,14
2023-08-11,Электроника,105.96,14
2023-08-12,Электроника,98.84,14
2023-08-13,Электроника,99.11,15
2023-08-14,Электроника,100.77,13
2023-08-15,Электроника,107.24,14
2023-08-16,Электроника,111.12,17
2023-08-17,Электроника,105.71,16
2023-08-18,Электроника,101.58,15
2023-08-19,Электроника,100.73,13
2023-08-20,Электроника,100.27,16
2023-08-21,Электроника,105.03,16
2023-08-22,Электроника,106.46,15
2023-08-23,Электроника,108.8,16
2023-08-24,Электроника,109.7,15
2023-08-25,Электроника,101.11,13
2023-08-26,Электроника,94.49,11
2023-08-27,Электроника,98.23,12
2023-08-28,Электроника,102.48,16
2023-08-29,Электроника,108.29,17
2023-08-30,Электроника,107.59,17
2023-08-31,Электроника,107.36,14
2023-09-01,Электроника,102.98,15
2023-09-02,Электроника,96.45,13
2023-09-03,Электроника,98.05,14
2023-09-04,Электроника,103.59,12
2023-09-05,Электроника,107.47,13
2023-09-06,Электроника,108.0,14
2023-09-07,Электроника,102.95,12
2023-09-08,Электроника,98.98,14
2023-09-09,Электроника,100.68,15
2023-09-10,Электроника,101.18,12
2023-09-11,Электроника,103.2,13
2023-09-12,Электроника,106.77,13
2023-09-13,Электроника,110.16,17
2023-09-14,Электроника,106.91,17
2023-09-15,Электроника,103.45,14
2023-09-16,Электроника,99.98,14
2023-09-17,Электроника,97.1,14
2023-09-18,Электроника,102.73,14
2023-09-19,Электроника,106.36,15
2023-09-20,Электроника,110.44,17
2023-09-21,Электроника,107.67,13
2023-09-22,Электроника,102.61,14
2023-09-23,Электроника,97.98,13
2023-09-24,Электроника,97.03,11
2023-09-25,Электроника,100.74,16
2023-09-26,Электроника,109.45,14
2023-09-27,Электроника,108.27,13
2023-09-28,Электроника,103.89,12
2023-09-29,Электроника,104.69,13
2023-09-30,Электроника,97.51,11
2023-10-01,Электроника,98.63,12
2023-10-02,Электроника,103.4,16
2023-10-03,Электроника,106.69,15
2023-10-04,Электроника,108.39,16
2023-10-05,Электроника,106.4,13
2023-10-06,Электроника,99.89,12
2023-10-07,Электроника,98.49,13
2023-10-08,Электроника,103.73,12
2023-10-09,Электроника,107.52,14
2023-10-10,Электроника,109.64,16
2023-10-11,Электроника,108.21,14
2023-10-12,Электроника,104.3,12
2023-10-13,Электроника,102.62,13
2023-10-14,Электроника,100.74,12
2023-10-15,Электроника,100.37,12
2023-10-16,Электроника,107.14,17
2023-10-17,Электроника,105.46,12
2023-10-18,Электроника,112.08,16
2023-10-19,Электроника,107.33,16
2023-10-20,Электроника,103.55,16
2023-10-21,Электроника,102.24,16
2023-10-22,Электроника,101.03,12
2023-10-23,Электроника,105.99,16
2023-10-24,Электроника,108.42,17
2023-10-25,Электроника,110.97,17
2023-10-26,Электроника,109.5,17
2023-10-27,Электроника,103.61,12
2023-10-28,Электроника,100.49,13
2023-10-29,Электроника,104.29,15
2023-10-30,Электроника,106.36,14
2023-10-31,Электроника,113.48,14
2023-11-01,Электроника,112.16,14
2023-11-02,Электроника,106.8,14
2023-11-03,Электроника,104.88,12
2023-11-04,Электроника,100.97,16
2023-11-05,Электроника,102.96,14
2023-11-06,Электроника,107.22,17
2023-11-07,Электроника,112.13,14
2023-11-08,Электроника,115.93,16
2023-11-09,Электроника,107.63,17
2023-11-10,Электроника,107.06,17
2023-11-11,Электроника,102.09,13
2023-11-12,Электроника,105.0,12
2023-11-13,Электроника,105.44,16
2023-11-14,Электроника,109.81,15
2023-11-15,Электроника,116.79,14
2023-11-16,Электроника,111.37,14
2023-11-17,Электроника,103.97,14
2023-11-18,Электроника,103.37,16
2023-11-19,Электроника,102.49,16
2023-11-20,Электроника,107.55,17
2023-11-21,Электроника,113.78,18
2023-11-22,Электроника,114.96,15
2023-11-23,Электроника,112.08,14
2023-11-24,Электроника,107.62,14
2023-11-25,Электроника,104.19,12
2023-11-26,Электроника,110.07,17
2023-11-27,Электроника,111.22,13
2023-11-28,Электроника,115.11,17
2023-11-29,Электроника,114.45,15
2023-11-30,Электроника,114.47,14
2023-12-01,Электроника,108.96,16
2023-12-02,Электроника,106.22,13
2023-12-03,Электроника,108.42,17
2023-12-04,Электроника,110.46,15
2023-12-05,Электроника,115.63,17
2023-12-06,Электроника,119.66,18
2023-12-07,Электроника,112.56,14
2023-12-08,Электроника,113.57,14
2023-12-09,Электроника,110.71,17
2023-12-10,Электроника,113.22,15
2023-12-11,Электроника,111.43,17
2023-12-12,Электроника,117.77,15
2023-12-13,Электроника,117.39,16
2023-12-14,Электроника,120.86,18
2023-12-15,Электроника,108.9,17
2023-12-16,Электроника,104.66,16
2023-12-17,Электроника,111.75,14
2023-12-18,Электроника,116.8,15
2023-12-19,Электроника,119.14,15
2023-12-20,Электроника,120.18,15
2023-12-21,Электроника,118.57,17
2023-12-22,Электроника,112.23,16
2023-12-23,Электроника,114.52,17
2023-12-24,Электроника,111.98,16
2023-12-25,Электроника,119.65,18
2023-12-26,Электроника,119.35,18
2023-12-27,Электроника,123.52,17
2023-12-28,Электроника,122.67,15
2023-12-29,Электроника,116.98,18
2023-12-30,Электроника,110.11,17
2023-12-31,Электроника,116.24,17
2024-01-01,Электроника,116.64,15
2024-01-02,Электроника,117.68,17
2024-01-03,Электроника,123.12,17
2024-01-04,Электроника,121.76,19
2024-01-05,Электроника,116.75,18
2024-01-06,Электроника,114.64,15
2024-01-07,Электроника,118.15,16
2024-01-08,Электроника,119.61,18
2024-01-09,Электроника,124.52,15
2024-01-10,Электроника,126.8,15
2024-01-11,Электроника,117.41,15
2024-01-12,Электроника,118.75,18
2024-01-13,Электроника,116.34,14
2024-01-14,Электроника,120.95,19
2024-01-15,Электроника,125.51,17
2024-01-16,Электроника,125.6,17
2024-01-17,Электроника,126.81,18
2024-01-18,Электроника,125.76,16
2024-01-19,Электроника,121.44,17
2024-01-20,Электроника,115.86,18
2024-01-21,Электроника,115.94,17
2024-01-22,Электроника,121.93,18
2024-01-23,Электроника,127.08,19
2024-01-24,Электроника,125.27,19
2024-01-25,Электроника,122.61,18
2024-01-26,Электроника,121.54,19
2024-01-27,Электроника,121.08,17
2024-01-28,Электроника,121.53,18
2024-01-29,Электроника,127.59,18
2024-01-30,Электроника,130.72,17
2024-01-31,Электроника,130.84,18
2024-02-01,Электроника,125.42,18
2024-02-02,Электроника,123.66,16
2024-02-03,Электроника,123.24,16
2024-02-04,Электроника,121.54,18
2024-02-05,Электроника,128.29,18
2024-02-06,Электроника,133.9,17
2024-02-07,Электроника,128.67,20
2024-02-08,Электроника,126.55,17
2024-02-09,Электроника,124.49,17
2024-02-10,Электроника,119.07,15
2024-02-11,Электроника,122.85,19
2024-02-12,Электроника,126.35,19
2024-02-13,Электроника,132.23,16
2024-02-14,Электроника,134.72,19
2024-02-15,Электроника,126.83,18
2024-02-16,Электроника,123.39,16
2024-02-17,Электроника,123.92,16
2024-02-18,Электроника,123.27,16
2024-02-19,Электроника,131.58,17
2024-02-20,Электроника,133.1,18
2024-02-21,Электроника,131.09,18
2024-02-22,Электроника,129.53,18
2024-02-23,Электроника,127.48,18
2024-02-24,Электроника,124.66,16
2024-02-25,Электроника,125.23,18
2024-02-26,Электроника,129.19,17
2024-02-27,Электроника,133.14,16
2024-02-28,Электроника,130.84,20
2024-02-29,Электроника,133.14,19
2024-03-01,Электроника,124.22,17
2024-03-02,Электроника,128.23,19
2024-03-03,Электроника,127.82,19
2024-03-04,Электроника,128.65,16
2024-03-05,Электроника,132.42,17
2024-03-06,Электроника,136.79,19
2024-03-07,Электроника,133.61,20
2024-03-08,Электроника,127.39,17
2024-03-09,Электроника,126.08,18
2024-03-10,Электроника,127.53,17
2024-03-11,Электроника,132.38,20
2024-03-12,Электроника,134.31,21
2024-03-13,Электроника,132.75,20
2024-03-14,Электроника,130.47,16
2024-03-15,Электроника,129.71,18
2024-03-16,Электроника,127.38,20
2024-03-17,Электроника,126.28,15
2024-03-18,Электроника,131.78,17
2024-03-19,Электроника,135.55,18
2024-03-20,Электроника,132.17,17
2024-03-21,Электроника,137.18,19
2024-03-22,Электроника,135.12,20
2024-03-23,Электроника,128.14,19
2024-03-24,Электроника,125.25,18
2024-03-25,Электроника,129.99,16
2024-03-26,Электроника,138.46,21
2024-03-27,Электроника,132.58,20
2024-03-28,Электроника,133.25,16
2024-03-29,Электроника,126.45,15
2024-03-30,Электроника,127.32,17
2024-03-31,Электроника,126.31,19
2024-04-01,Электроника,134.44,17
2024-04-02,Электроника,137.91,20
2024-04-03,Электроника,135.36,21
2024-04-04,Электроника,132.91,20
2024-04-05,Электроника,135.39,17
2024-04-06,Электроника,128.36,17
2024-04-07,Электроника,128.82,20
2024-04-08,Электроника,133.93,21
2024-04-09,Электроника,136.71,19
2024-04-10,Электроника,137.04,19
2024-04-11,Электроника,136.94,21
2024-04-12,Электроника,133.79,16
2024-04-13,Электроника,128.64,20
2024-04-14,Электроника,126.44,16
2024-04-15,Электроника,132.11,16
2024-04-16,Электроника,135.27,20
2024-04-17,Электроника,139.32,17
2024-04-18,Электроника,135.65,17
2024-04-19,Электроника,130.52,19
2024-04-20,Электроника,125.67,18
2024-04-21,Электроника,127.3,19
2024-04-22,Электроника,132.25,17
2024-04-23,Электроника,138.39,19
2024-04-24,Электроника,139.67,21
2024-04-25,Электроника,136.2,19
2024-04-26,Электроника,133.56,20
2024-04-27,Электроника,127.93,18
2024-04-28,Электроника,126.31,19
2024-04-29,Электроника,135.49,20
2024-04-30,Электроника,135.06,17
2024-05-01,Электроника,137.9,21
2024-05-02,Электроника,136.41,20
2024-05-03,Электроника,131.12,19
2024-05-04,Электроника,128.08,20
2024-05-05,Электроника,127.49,16
2024-05-06,Электроника,130.9,18
2024-05-07,Электроника,135.91,21
2024-05-08,Электроника,140.76,18
2024-05-09,Электроника,132.48,18
2024-05-10,Электроника,129.28,16
2024-05-11,Электроника,125.32,15
2024-05-12,Электроника,131.71,16
2024-05-13,Электроника,132.64,16
2024-05-14,Электроника,134.2,18
2024-05-15,Электроника,140.01,21
2024-05-16,Электроника,135.55,19
2024-05-17,Электроника,131.24,17
2024-05-18,Электроника,126.22,15
2024-05-19,Электроника,125.54,16
2024-05-20,Электроника,132.96,18
2024-05-21,Электроника,133.61,20
2024-05-22,Электроника,138.84,19
2024-05-23,Электроника,132.79,20
2024-05-24,Электроника,129.79,16
2024-05-25,Электроника,126.16,16
2024-05-26,Электроника,126.39,17
2024-05-27,Электроника,133.29,16
2024-05-28,Электроника,132.77,16
2024-05-29,Электроника,135.34,17
2024-05-30,Электроника,137.83,20
2024-05-31,Электроника,129.38,20
2024-06-01,Электроника,125.42,16
2024-06-02,Электроника,125.57,15
2024-06-03,Электроника,133.13,19
2024-06-04,Электроника,133.66,19
2024-06-05,Электроника,135.15,19
2024-06-06,Электроника,129.35,17
2024-06-07,Электроника,128.75,16
2024-06-08,Электроника,126.29,17
2024-06-09,Электроника,126.06,18
2024-06-10,Электроника,128.65,18
2024-06-11,Электроника,132.81,16
2024-06-12,Электроника,133.79,17
2024-06-13,Электроника,127.34,19
2024-06-14,Электроника,125.71,17
2024-06-15,Электроника,123.76,18
2024-06-16,Электроника,124.51,17
2024-06-17,Электроника,128.79,19
2024-06-18,Электроника,133.16,20
2024-06-19,Электроника,135.51,18
2024-06-20,Электроника,132.93,17
2024-06-21,Электроника,123.4,19
2024-06-22,Электроника,120.05,19
2024-06-23,Электроника,124.54,18
2024-06-24,Электроника,130.11,18
2024-06-25,Электроника,133.03,16
2024-06-26,Электроника,134.22,18
2024-06-27,Электроника,133.33,19
2024-06-28,Электроника,125.92,15
2024-06-29,Электроника,124.97,17
2024-06-30,Электроника,125.17,17
2024-07-01,Электроника,125.28,16
2024-07-02,Электроника,131.61,20
2024-07-03,Электроника,129.58,17
2024-07-04,Электроника,130.64,20
2024-07-05,Электроника,127.37,19
2024-07-06,Электроника,122.67,16
2024-07-07,Электроника,124.06,17
2024-07-08,Электроника,126.16,15
2024-07-09,Электроника,128.43,19
2024-07-10,Электроника,130.8,19
2024-07-11,Электроника,128.78,16
2024-07-12,Электроника,123.68,15
2024-07-13,Электроника,119.75,14
2024-07-14,Электроника,120.73,19
2024-07-15,Электроника,125.8,17
2024-07-16,Электроника,130.66,16
2024-07-17,Электроника,130.28,17
2024-07-18,Электроника,126.22,19
2024-07-19,Электроника,120.59,16
2024-07-20,Электроника,119.18,16
2024-07-21,Электроника,122.07,17
2024-07-22,Электроника,125.17,18
2024-07-23,Электроника,129.42,17
2024-07-24,Электроника,129.88,20
2024-07-25,Электроника,127.27,20
2024-07-26,Электроника,120.25,15
2024-07-27,Электроника,119.5,16
2024-07-28,Электроника,118.06,18
2024-07-29,Электроника,124.74,17
2024-07-30,Электроника,130.83,16
2024-07-31,Электроника,126.91,17
2024-08-01,Электроника,124.84,17
2024-08-02,Электроника,121.77,17
2024-08-03,Электроника,117.45,14
2024-08-04,Электроника,117.03,18
2024-08-05,Электроника,125.28,16
2024-08-06,Электроника,127.48,18
2024-08-07,Электроника,126.71,16
2024-08-08,Электроника,123.73,19
2024-08-09,Электроника,121.92,16
2024-08-10,Электроника,119.49,18
2024-08-11,Электроника,122.64,19
2024-08-12,Электроника,120.23,16
2024-08-13,Электроника,125.31,18
2024-08-14,Электроника,126.49,16
2024-08-15,Электроника,125.75,16
2024-08-16,Электроника,122.8,16
2024-08-17,Электроника,116.24,14
2024-08-18,Электроника,115.26,17
2024-08-19,Электроника,122.4,16
2024-08-20,Электроника,126.31,18
2024-08-21,Электроника,126.74,19
2024-08-22,Электроника,123.87,16
2024-08-23,Электроника,116.76,18
2024-08-24,Электроника,115.09,18
2024-08-25,Электроника,118.97,14
2024-08-26,Электроника,119.03,14
2024-08-27,Электроника,122.99,15
2024-08-28,Электроника,125.3,19
2024-08-29,Электроника,122.96,16
2024-08-30,Электроника,117.85,17
2024-08-31,Электроника,115.95,16
2024-09-01,Электроника,117.68,17
2024-09-02,Электроника,122.88,17
2024-09-03,Электроника,127.18,18
2024-09-04,Электроника,126.48,16
2024-09-05,Электроника,123.7,16
2024-09-06,Электроника,116.14,15
2024-09-07,Электроника,117.66,17
2024-09-08,Электроника,115.45,15
2024-09-09,Электроника,125.52,16
2024-09-10,Электроника,125.06,15
2024-09-11,Электроника,125.68,17
2024-09-12,Электроника,120.1,15
2024-09-13,Электроника,119.4,18
2024-09-14,Электроника,119.31,18
2024-09-15,Электроника,116.03,15
2024-09-16,Электроника,119.86,17
2024-09-17,Электроника,126.0,18
2024-09-18,Электроника,125.86,19
2024-09-19,Электроника,121.36,19
2024-09-20,Электроника,120.92,15
2024-09-21,Электроника,113.88,14
2024-09-22,Электроника,121.35,18
2024-09-23,Электроника,125.1,18
2024-09-24,Электроника,125.15,15
2024-09-25,Электроника,122.98,17
2024-09-26,Электроника,124.33,16
2024-09-27,Электроника,120.15,15
2024-09-28,Электроника,120.24,17
2024-09-29,Электроника,114.6,14
2024-09-30,Электроника,122.48,17
2024-10-01,Электроника,126.59,17
2024-10-02,Электроника,126.06,17
2024-10-03,Электроника,122.94,16
2024-10-04,Электроника,122.19,19
2024-10-05,Электроника,117.64,14
2024-10-06,Электроника,121.64,15
2024-10-07,Электроника,121.24,16
2024-10-08,Электроника,128.72,16
2024-10-09,Электроника,123.43,18
2024-10-10,Электроника,126.04,19
2024-10-11,Электроника,118.28,18
2024-10-12,Электроника,118.38,15
2024-10-13,Электроника,114.37,18
2024-10-14,Электроника,122.34,19
2024-10-15,Электроника,129.49,16
2024-10-16,Электроника,131.49,16
2024-10-17,Электроника,122.26,15
2024-10-18,Электроника,121.96,15
2024-10-19,Электроника,117.74,18
2024-10-20,Электроника,114.64,16
2024-10-21,Электроника,122.0,15
2024-10-22,Электроника,125.93,16
2024-10-23,Электроника,130.28,20
2024-10-24,Электроника,126.41,17
2024-10-25,Электроника,120.91,19
2024-10-26,Электроника,117.75,14
2024-10-27,Электроника,122.46,18
2024-10-28,Электроника,125.66,15
2024-10-29,Электроника,130.7,18
2024-10-30,Электроника,130.6,19
2024-10-31,Электроника,125.41,15
2024-11-01,Электроника,121.55,17
2024-11-02,Электроника,121.6,17
2024-11-03,Электроника,120.13,15
2024-11-04,Электроника,124.68,18
2024-11-05,Электроника,130.79,19
2024-11-06,Электроника,133.47,20
2024-11-07,Электроника,127.91,20
2024-11-08,Электроника,123.06,17
2024-11-09,Электроника,122.12,15
2024-11-10,Электроника,126.21,17
2024-11-11,Электроника,125.92,19
2024-11-12,Электроника,131.14,19
2024-11-13,Электроника,129.6,18
2024-11-14,Электроника,128.17,16
2024-11-15,Электроника,125.7,16
2024-11-16,Электроника,121.79,19
2024-11-17,Электроника,127.12,16
2024-11-18,Электроника,128.37,17
2024-11-19,Электроника,133.06,16
2024-11-20,Электроника,130.25,18
2024-11-21,Электроника,130.96,18
2024-11-22,Электроника,126.45,15
2024-11-23,Электроника,125.74,17
2024-11-24,Электроника,125.0,15
2024-11-25,Электроника,129.74,20
2024-11-26,Электроника,130.4,18
2024-11-27,Электроника,137.02,18
2024-11-28,Электроника,131.46,19
2024-11-29,Электроника,124.28,15
2024-11-30,Электроника,126.47,18
2024-12-01,Электроника,128.47,17
2024-12-02,Электроника,130.64,18
2024-12-03,Электроника,134.51,18
2024-12-04,Электроника,137.18,21
2024-12-05,Электроника,136.64,18
2024-12-06,Электроника,125.8,17
2024-12-07,Электроника,127.75,19
2024-12-08,Электроника,125.6,18
2024-12-09,Электроника,132.37,17
2024-12-10,Электроника,137.84,21
2024-12-11,Электроника,137.9,19
2024-12-12,Электроника,133.68,17
2024-12-13,Электроника,131.54,20
2024-12-14,Электроника,128.32,19
2024-12-15,Электроника,131.07,18
2024-12-16,Электроника,133.45,20
2024-12-17,Электроника,136.77,20
2024-12-18,Электроника,137.31,20
2024-12-19,Электроника,137.01,19
2024-12-20,Электроника,133.42,18
2024-12-21,Электроника,127.69,16
2024-12-22,Электроника,128.09,16
2024-12-23,Электроника,136.47,20
2024-12-24,Электроника,140.32,19
2024-12-25,Электроника,136.82,20
2024-12-26,Электроника,137.15,20
2024-12-27,Электроника,137.54,17
2024-12-28,Электроника,132.05,19
2024-12-29,Электроника,131.89,20
2024-12-30,Электроника,134.88,21
2024-12-31,Электроника,140.95,21
